aspect,label
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Industry,neutral
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,positive
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,negative
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Employment,neutral
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,positive
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,negative
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Economy,neutral
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,positive
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,negative
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Tourism,neutral
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,positive
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,negative
Climate,neutral
Climate,neutral
Climate,neutral
Climate,neutral
Climate,neutral
Climate,neutral
Climate,neutral
Climate,neutral
Climate,neutral
Climate,neutral
Climate,neutral
